sample	declaration	outcome	adjudicated	recheck_300s_16gb	first_failing	first_failing_code	cluster	declaration_records	declines
B/initstd-1000-fresh	BitVec.ofNat_uInt16ToNat	CLEAN	CLEAN					280	0
B/initstd-1000-fresh	BitVec.setWidth_add_eq_mod	CLEAN	CLEAN					1562	0
B/initstd-1000-fresh	BitVec.setWidth_setWidth_succ_eq_setWidth_setWidth_add_twoPow	CLEAN	CLEAN					2058	0
B/initstd-1000-fresh	BitVec.shiftLeft_eq	CLEAN	CLEAN					218	0
B/initstd-1000-fresh	BitVec.twoPow_mul_eq_shiftLeft	CLEAN	CLEAN					1550	0
B/initstd-1000-fresh	BitVec.umod_eq_and	CLEAN	CLEAN					1638	0
B/initstd-1000-fresh	BitVec.uppcRec._proof_4	CLEAN	CLEAN					1348	0
B/initstd-1000-fresh	BitVec.xor_zero	CLEAN	CLEAN					1648	0
B/initstd-1000-fresh	Bool.and_eq_decide	CLEAN	CLEAN					79	0
B/initstd-1000-fresh	Bool.toUSize	CLEAN	CLEAN					212	0
B/initstd-1000-fresh	ByteArray.append_right_inj._simp_1	CLEAN	CLEAN					548	0
B/initstd-1000-fresh	ByteArray.forInUnsafe.loop.match_1	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	ByteArray.set	CLEAN	CLEAN					314	0
B/initstd-1000-fresh	ByteArray.utf8DecodeChar?.assemble₂.eq_1	CLEAN	CLEAN					1868	0
B/initstd-1000-fresh	Char.le	CLEAN	CLEAN					56	0
B/initstd-1000-fresh	Char.ofNat_toNat	CLEAN	CLEAN					156	0
B/initstd-1000-fresh	Char.ordinal_zero	CLEAN	CLEAN					2591	0
B/initstd-1000-fresh	Dyadic.ble	CLEAN	CLEAN					204	0
B/initstd-1000-fresh	Dyadic.ble.eq_3	CLEAN	CLEAN					205	0
B/initstd-1000-fresh	Dyadic.toRat_le_toRat_iff	CLEAN	CLEAN					2363	0
B/initstd-1000-fresh	Except.error.elim	CLEAN	CLEAN					28	0
B/initstd-1000-fresh	ExceptCpsT.runK_throw	CLEAN	CLEAN					26	0
B/initstd-1000-fresh	ExceptT.ext_iff	CLEAN	CLEAN					12	0
B/initstd-1000-fresh	ExceptT.map_throw	CLEAN	CLEAN					68	0
B/initstd-1000-fresh	ExceptT.run_bind_lift	CLEAN	CLEAN					69	0
B/initstd-1000-fresh	Fin.hIterateFrom	CLEAN	CLEAN					192	0
B/initstd-1000-fresh	Fin.instLawfulEqOrd	CLEAN	CLEAN					502	0
B/initstd-1000-fresh	Fin.land._proof_1	CLEAN	CLEAN					328	0
B/initstd-1000-fresh	Fin.reverseInduction.go.congr_simp	CLEAN	CLEAN					1348	0
B/initstd-1000-fresh	Fin.succ_castSucc	CLEAN	CLEAN					62	0
B/initstd-1000-fresh	Fin.succ_pos._simp_1	CLEAN	CLEAN					220	0
B/initstd-1000-fresh	Float.beq	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	Float32.atan2	CLEAN	CLEAN					225	0
B/initstd-1000-fresh	Function.uncurry_apply_pair	CLEAN	CLEAN					7	0
B/initstd-1000-fresh	GetElem.mk.noConfusion	CLEAN	CLEAN					15	0
B/initstd-1000-fresh	IO.FS.FileType	CLEAN	CLEAN					1	0
B/initstd-1000-fresh	IO.FS.FileType.toCtorIdx	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	IO.FS.Stream.isTty	CLEAN	CLEAN					288	0
B/initstd-1000-fresh	IO.FS.Stream.putStr	CLEAN	CLEAN					288	0
B/initstd-1000-fresh	IO.FileRight.group	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	IO.FileRight.recOn	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	ISize.instRxoIsAlwaysFinite	CLEAN	CLEAN					2504	0
B/initstd-1000-fresh	ISize.ofBitVec_sub	CLEAN	CLEAN					222	0
B/initstd-1000-fresh	ISize.ofIntLE_add	CLEAN	CLEAN					1475	0
B/initstd-1000-fresh	ISize.ofIntTruncate	CLEAN	CLEAN					548	0
B/initstd-1000-fresh	ISize.toInt16_neg	CLEAN	CLEAN					2185	0
B/initstd-1000-fresh	ISize.toNatClampNeg_ofNat_of_lt_two_pow_numBits	CLEAN	CLEAN					1569	0
B/initstd-1000-fresh	Int.Linear.Expr.add.noConfusion	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Int.Linear.Poly.coeff	CLEAN	CLEAN					55	0
B/initstd-1000-fresh	Int.Linear.Poly.coeff_k_eq_coeff	CLEAN	CLEAN					172	0
B/initstd-1000-fresh	Int.Linear.cooper_right_split_dvd_cert.eq_1	CLEAN	CLEAN					331	0
B/initstd-1000-fresh	Int.Linear.dvd_of_eq	CLEAN	CLEAN					962	0
B/initstd-1000-fresh	Int.Linear.eq_def'_norm_cert.eq_1	CLEAN	CLEAN					143	0
B/initstd-1000-fresh	Int.Linear.le_unsat	CLEAN	CLEAN					930	0
B/initstd-1000-fresh	Int.Linear.mul_eq_kk	CLEAN	CLEAN					134	0
B/initstd-1000-fresh	Int.Linear.mul_eq_kkx	CLEAN	CLEAN					181	0
B/initstd-1000-fresh	Int.Linear.norm_eq_coeff'	CLEAN	CLEAN					480	0
B/initstd-1000-fresh	Int.Linear.norm_eq_var	CLEAN	CLEAN					561	0
B/initstd-1000-fresh	Int.add_ediv	CLEAN	CLEAN					1469	0
B/initstd-1000-fresh	Int.add_of_le	CLEAN	CLEAN					410	0
B/initstd-1000-fresh	Int.ediv_le_ediv	CLEAN	CLEAN					704	0
B/initstd-1000-fresh	Int.ediv_le_ediv_iff_of_dvd_of_pos_of_pos	CLEAN	CLEAN					643	0
B/initstd-1000-fresh	Int.gcd_dvd_natAbs_left	CLEAN	CLEAN					412	0
B/initstd-1000-fresh	Int.getD_toArray_roc	CLEAN	CLEAN					2055	0
B/initstd-1000-fresh	Int.getElem?_toArray_roo_eq_some_iff._simp_1	CLEAN	CLEAN					1896	0
B/initstd-1000-fresh	Int.getElem?_toList_rcc_eq_some_iff	CLEAN	CLEAN					1959	0
B/initstd-1000-fresh	Int.isNone_getElem?_toList_rco_eq	CLEAN	CLEAN					1885	0
B/initstd-1000-fresh	Int.natAbs_eq	CLEAN	CLEAN					28	0
B/initstd-1000-fresh	Int.natAbs_eq_zero._simp_1	CLEAN	CLEAN					59	0
B/initstd-1000-fresh	Int.natAbs_tdiv	CLEAN	CLEAN					253	0
B/initstd-1000-fresh	Int.negOfNat_eq_subNatNat_zero	CLEAN	CLEAN					44	0
B/initstd-1000-fresh	Int.neg_ofNat_eq_negSucc_add_one_iff	CLEAN	CLEAN					315	0
B/initstd-1000-fresh	Int.nonneg_or_nonneg_neg	CLEAN	CLEAN					26	0
B/initstd-1000-fresh	Int.one_gcd	CLEAN	CLEAN					243	0
B/initstd-1000-fresh	Int.toArray_roc_eq_singleton_append_iff._simp_1	CLEAN	CLEAN					1973	0
B/initstd-1000-fresh	Int.toArray_roo_eq_toArray_rco	CLEAN	CLEAN					1850	0
B/initstd-1000-fresh	Int.toList_roc_eq_nil	CLEAN	CLEAN					1950	0
B/initstd-1000-fresh	Int.toList_roc_succ_right_eq_cons_map	CLEAN	CLEAN					2100	0
B/initstd-1000-fresh	Int.toNat_emod	CLEAN	CLEAN					197	0
B/initstd-1000-fresh	Int16.le_iff_toInt_le	CLEAN	CLEAN					186	0
B/initstd-1000-fresh	Int16.le_toInt	CLEAN	CLEAN					1475	0
B/initstd-1000-fresh	Int16.minValue_le	CLEAN	CLEAN					1544	0
B/initstd-1000-fresh	Int16.neg_add_mul_eq_mul_not	CLEAN	CLEAN					1978	0
B/initstd-1000-fresh	Int16.ofBitVec_int8ToBitVec	CLEAN	CLEAN					540	0
B/initstd-1000-fresh	Int16.or_self	CLEAN	CLEAN					1651	0
B/initstd-1000-fresh	Int16.toUInt16	CLEAN	CLEAN					41	0
B/initstd-1000-fresh	Int32.not_zero	CLEAN	CLEAN					519	0
B/initstd-1000-fresh	Int32.ofInt_mul	CLEAN	CLEAN					1462	0
B/initstd-1000-fresh	Int32.toBitVec_toInt16	CLEAN	CLEAN					542	0
B/initstd-1000-fresh	Int32.toISize_mod	CLEAN	CLEAN					2293	0
B/initstd-1000-fresh	Int32.toInt_minValue_lt_zero	CLEAN	CLEAN					259	0
B/initstd-1000-fresh	Int32.toInt_zero	CLEAN	CLEAN					242	0
B/initstd-1000-fresh	Int64.ofInt	CLEAN	CLEAN					528	0
B/initstd-1000-fresh	Int64.ofInt_tdiv	CLEAN	CLEAN					2774	0
B/initstd-1000-fresh	Int64.toInt16_not	CLEAN	CLEAN					1993	0
B/initstd-1000-fresh	Int8.not_and_self	CLEAN	CLEAN					1849	0
B/initstd-1000-fresh	Int8.ofNat_mod	CLEAN	CLEAN					2078	0
B/initstd-1000-fresh	Int8.toInt16_div_of_ne_left	CLEAN	CLEAN					2786	0
B/initstd-1000-fresh	Int8.toInt_ofNat'	CLEAN	CLEAN					1391	0
B/initstd-1000-fresh	Int8.zero_sub	CLEAN	CLEAN					232	0
B/initstd-1000-fresh	LE.opposite_def	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	LawfulFunctor	CLEAN	CLEAN					8	0
B/initstd-1000-fresh	Lean.Data.AC.ContextInformation.ctorIdx	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Lean.Data.AC.EvalInformation.arbitrary	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Lean.Data.AC.evalList._sparseCasesOn_1.else_eq	CLEAN	CLEAN					315	0
B/initstd-1000-fresh	Lean.Grind.AC.Seq.recOn	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Lean.Grind.AC.eq_erase_dup_cert.eq_1	CLEAN	CLEAN					41	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Expr.denoteSAsRing.eq_9	CLEAN	CLEAN					1609	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Expr.toPoly.match_1.congr_eq_2	CLEAN	CLEAN					320	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Mon.denoteAsIntModule.go.eq_def	CLEAN	CLEAN					375	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Mon.mul.go.eq_def	CLEAN	CLEAN					57	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Mon.unit.elim	CLEAN	CLEAN					30	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Poly.NonnegCoeffs.recOn	CLEAN	CLEAN					65	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Poly.cancelVar'	CLEAN	CLEAN					1000	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Poly.mul_nc_NonnegCoeffs	CLEAN	CLEAN					1666	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Stepwise.core_certC	CLEAN	CLEAN					1605	0
B/initstd-1000-fresh	Lean.Grind.CommRing.Var.revlex.eq_1	CLEAN	CLEAN					22	0
B/initstd-1000-fresh	Lean.Grind.CommRing.diseq_cancel_var	CLEAN	CLEAN					2002	0
B/initstd-1000-fresh	Lean.Grind.CommRing.eq_normEq0_cert.eq_1	CLEAN	CLEAN					207	0
B/initstd-1000-fresh	Lean.Grind.Field.NormNum.ofRat_div'	CLEAN	CLEAN					2033	0
B/initstd-1000-fresh	Lean.Grind.Linarith.Expr.add.noConfusion	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Lean.Grind.Linarith.coeff_cert	CLEAN	CLEAN					364	0
B/initstd-1000-fresh	Lean.Grind.Linarith.eq_diseq_subst1_cert.eq_1	CLEAN	CLEAN					1367	0
B/initstd-1000-fresh	Lean.Grind.Linarith.instBEqPoly.beq.match_1	CLEAN	CLEAN					318	0
B/initstd-1000-fresh	Lean.Grind.Nat.le_lo	CLEAN	CLEAN					1323	0
B/initstd-1000-fresh	Lean.Grind.Semiring.natCast_mul_comm	CLEAN	CLEAN					346	0
B/initstd-1000-fresh	Lean.Grind.ToInt.Mod.recOn	CLEAN	CLEAN					185	0
B/initstd-1000-fresh	Lean.Grind.ToInt.Mul.recOn	CLEAN	CLEAN					211	0
B/initstd-1000-fresh	Lean.Grind.decide_eq_true	CLEAN	CLEAN					46	0
B/initstd-1000-fresh	Lean.Grind.eqRecOn_heq	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Lean.Grind.genPattern	CLEAN	CLEAN					1	0
B/initstd-1000-fresh	Lean.Grind.imp_eq_of_eq_true_right	CLEAN	CLEAN					16	0
B/initstd-1000-fresh	Lean.Grind.instToIntUInt32UintOfNatNat._proof_3	CLEAN	CLEAN					1382	0
B/initstd-1000-fresh	Lean.Grind.instZeroUInt16UintOfNatNat	CLEAN	CLEAN					1405	0
B/initstd-1000-fresh	Lean.Grind.ite_true_false	CLEAN	CLEAN					53	0
B/initstd-1000-fresh	Lean.Grind.ofNat_FinZero	CLEAN	CLEAN					433	0
B/initstd-1000-fresh	Lean.Macro.Context.ctorIdx	CLEAN	CLEAN					282	0
B/initstd-1000-fresh	Lean.Macro.Methods.noConfusion	CLEAN	CLEAN					293	0
B/initstd-1000-fresh	Lean.Meta.ApplyNewGoals._sizeOf_inst	CLEAN	CLEAN					8	0
B/initstd-1000-fresh	Lean.Meta.Simp.Config.etaStruct	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Lean.Meta.Simp.Config.maxSuggestions	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Lean.Meta.Simp.Config.unfoldPartialApp	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Lean.Meta.Simp.ConfigCtx.mk.injEq	CLEAN	CLEAN					18	0
B/initstd-1000-fresh	Lean.Omega.Coeffs.ofList	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Lean.Omega.IntList.gcd_cons_div_right	CLEAN	CLEAN					421	0
B/initstd-1000-fresh	Lean.Omega.LinearCombo.mul_eval	CLEAN	CLEAN					463	0
B/initstd-1000-fresh	Lean.Omega.Prod.of_not_lex	CLEAN	CLEAN					51	0
B/initstd-1000-fresh	Lean.Omega.tidyCoeffs	CLEAN	CLEAN					329	0
B/initstd-1000-fresh	Lean.Order.admissible_apply	CLEAN	CLEAN					63	0
B/initstd-1000-fresh	Lean.Order.chain	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Lean.Parser.Command.grindAnnotated	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Lean.Parser.Tactic.Conv.convConvSeq	CLEAN	CLEAN					299	0
B/initstd-1000-fresh	Lean.Parser.Tactic.Conv.convSeq	CLEAN	CLEAN					298	0
B/initstd-1000-fresh	Lean.Parser.Tactic.Conv.fun	CLEAN	CLEAN					295	0
B/initstd-1000-fresh	Lean.Parser.Tactic.Conv.nestedConv	CLEAN	CLEAN					297	0
B/initstd-1000-fresh	Lean.Parser.Tactic.Grind.grindFilter	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Lean.Parser.Tactic.MCasesPat.brecOn.eq	CLEAN	CLEAN					307	0
B/initstd-1000-fresh	Lean.Parser.Tactic.MRefinePat.brecOn.eq	CLEAN	CLEAN					308	0
B/initstd-1000-fresh	Lean.Parser.Tactic.rcasesPat.tuple	CLEAN	CLEAN					299	0
B/initstd-1000-fresh	Lean.Parser.Tactic.showTerm	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Lean.Parser.Tactic.tacticApply_mod_cast_	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Lean.Parser.discrTreeKeyCmd	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Lean.Sym.Nat.lt_eq_false	CLEAN	CLEAN					163	0
B/initstd-1000-fresh	Lean.Syntax.Preresolved.decl.elim	CLEAN	CLEAN					272	0
B/initstd-1000-fresh	Lean.SyntaxNodeKinds	CLEAN	CLEAN					264	0
B/initstd-1000-fresh	Lean.TrailingParserDescr	CLEAN	CLEAN					266	0
B/initstd-1000-fresh	Lean.Try.instInhabitedConfig.default	CLEAN	CLEAN					9	0
B/initstd-1000-fresh	Lean.getGithash	CLEAN	CLEAN					293	0
B/initstd-1000-fresh	Lean.instCoeSyntaxNodeKindSyntaxNodeKinds	CLEAN	CLEAN					267	0
B/initstd-1000-fresh	Lean.instInhabitedMacroScopesView	CLEAN	CLEAN					269	0
B/initstd-1000-fresh	Lean.versionStringCore	CLEAN	CLEAN					320	0
B/initstd-1000-fresh	Lean.withRef	CLEAN	CLEAN					297	0
B/initstd-1000-fresh	List.IsPrefix.getElem	CLEAN	CLEAN					133	0
B/initstd-1000-fresh	List.IsPrefix.map	CLEAN	CLEAN					44	0
B/initstd-1000-fresh	List.MergeSort.Internal.splitInTwo_cons_cons_zipIdx_snd	CLEAN	CLEAN					1555	0
B/initstd-1000-fresh	List.Nodup	CLEAN	CLEAN					12	0
B/initstd-1000-fresh	List.allM_toArray'	CLEAN	CLEAN					1508	0
B/initstd-1000-fresh	List.all_eq_false	CLEAN	CLEAN					221	0
B/initstd-1000-fresh	List.any_eq_true._simp_1	CLEAN	CLEAN					175	0
B/initstd-1000-fresh	List.append_eq_append_iff_of_size_eq_left	CLEAN	CLEAN					1407	0
B/initstd-1000-fresh	List.below	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	List.concat_inj_left	CLEAN	CLEAN					637	0
B/initstd-1000-fresh	List.concat_perm	CLEAN	CLEAN					49	0
B/initstd-1000-fresh	List.contains_flatMap	CLEAN	CLEAN					84	0
B/initstd-1000-fresh	List.countP_map._f	CLEAN	CLEAN					121	0
B/initstd-1000-fresh	List.decidablePerm	CLEAN	CLEAN					346	0
B/initstd-1000-fresh	List.drop_eq_nil_iff	CLEAN	CLEAN					165	0
B/initstd-1000-fresh	List.eraseDups	CLEAN	CLEAN					27	0
B/initstd-1000-fresh	List.eraseP_filterMap	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	List.filterMap_replicate_of_none	CLEAN	CLEAN					183	0
B/initstd-1000-fresh	List.filter_eq_self	CLEAN	CLEAN					190	0
B/initstd-1000-fresh	List.find?_flatten	CLEAN	CLEAN					62	0
B/initstd-1000-fresh	List.find?_flatten_eq_some_iff	CLEAN	CLEAN					282	0
B/initstd-1000-fresh	List.forIn'.loop._proof_1	CLEAN	CLEAN					39	0
B/initstd-1000-fresh	List.getElem_drop'	CLEAN	CLEAN					321	0
B/initstd-1000-fresh	List.getElem_intersperse	CLEAN	CLEAN					1655	0
B/initstd-1000-fresh	List.getLast_filter_of_pos	CLEAN	CLEAN					739	0
B/initstd-1000-fresh	List.head?_tail	CLEAN	CLEAN					546	0
B/initstd-1000-fresh	List.idxOf_cons	CLEAN	CLEAN					88	0
B/initstd-1000-fresh	List.instDecidableIsSuffixOfDecidableEq._proof_1	CLEAN	CLEAN					295	0
B/initstd-1000-fresh	List.instGetElemNatLtLength	CLEAN	CLEAN					77	0
B/initstd-1000-fresh	List.isEmpty_reverse	CLEAN	CLEAN					170	0
B/initstd-1000-fresh	List.isSome_head?	CLEAN	CLEAN					85	0
B/initstd-1000-fresh	List.le_toArray	CLEAN	CLEAN					20	0
B/initstd-1000-fresh	List.length_filterMap_pos_iff	CLEAN	CLEAN					196	0
B/initstd-1000-fresh	List.lex.eq_1	CLEAN	CLEAN					321	0
B/initstd-1000-fresh	List.lt_apply_maxOn_iff	CLEAN	CLEAN					283	0
B/initstd-1000-fresh	List.mapFinIdx_eq_singleton_iff._proof_1	CLEAN	CLEAN					56	0
B/initstd-1000-fresh	List.max?_cons	CLEAN	CLEAN					42	0
B/initstd-1000-fresh	List.mem_append_cons_self	CLEAN	CLEAN					24	0
B/initstd-1000-fresh	List.mem_flatten._simp_1	CLEAN	CLEAN					144	0
B/initstd-1000-fresh	List.not_mem_of_count_eq_zero	CLEAN	CLEAN					287	0
B/initstd-1000-fresh	List.ofFn.eq_1	CLEAN	CLEAN					52	0
B/initstd-1000-fresh	List.prefix_take_iff	CLEAN	CLEAN					718	0
B/initstd-1000-fresh	List.push_toArray_fun	CLEAN	CLEAN					53	0
B/initstd-1000-fresh	List.replace_append	CLEAN	CLEAN					166	0
B/initstd-1000-fresh	List.replicate_sublist_iff	CLEAN	CLEAN					399	0
B/initstd-1000-fresh	List.reverseAux._f	CLEAN	CLEAN					7	0
B/initstd-1000-fresh	List.set_nil	CLEAN	CLEAN					18	0
B/initstd-1000-fresh	List.singleton_eq_append_iff	CLEAN	CLEAN					154	0
B/initstd-1000-fresh	List.span.loop	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	List.sublist_flatten_iff	CLEAN	CLEAN					646	0
B/initstd-1000-fresh	List.sum_div_length_le_max_of_max?_eq_some_int	CLEAN	CLEAN					1526	0
B/initstd-1000-fresh	List.term_<:+:_	EXPORT-FAILED	EXPORT-FAILED					0	0
B/initstd-1000-fresh	List.zipIdx_map_fst	CLEAN	CLEAN					42	0
B/initstd-1000-fresh	ListSlice.toList_mkSlice_ric	CLEAN	CLEAN					1954	0
B/initstd-1000-fresh	MProd.mk.inj	CLEAN	CLEAN					16	0
B/initstd-1000-fresh	Max.recOn	CLEAN	CLEAN					2	0
B/initstd-1000-fresh	Mod.mod	CLEAN	CLEAN					2	0
B/initstd-1000-fresh	Nat.Linear.Expr.below	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Nat.Linear.Poly.isNonZero.eq_def	CLEAN	CLEAN					124	0
B/initstd-1000-fresh	Nat.Linear.PolyCnstr.noConfusion	CLEAN	CLEAN					12	0
B/initstd-1000-fresh	Nat.SOM.Expr.noConfusion	CLEAN	CLEAN					55	0
B/initstd-1000-fresh	Nat.eq_of_beq_eq_true	CLEAN	CLEAN					22	0
B/initstd-1000-fresh	Nat.eq_zero_of_le_div	CLEAN	CLEAN					1345	0
B/initstd-1000-fresh	Nat.ge_of_not_lt	CLEAN	CLEAN					79	0
B/initstd-1000-fresh	Nat.getElem?_toList_rco_eq_some_iff	CLEAN	CLEAN					1843	0
B/initstd-1000-fresh	Nat.instCommutativeLcm	CLEAN	CLEAN					432	0
B/initstd-1000-fresh	Nat.lcm_eq_one_iff	CLEAN	CLEAN					477	0
B/initstd-1000-fresh	Nat.le_of_ble_eq_true._f	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Nat.le_succ_iff	CLEAN	CLEAN					92	0
B/initstd-1000-fresh	Nat.max_self	CLEAN	CLEAN					373	0
B/initstd-1000-fresh	Nat.mul._f	CLEAN	CLEAN					15	0
B/initstd-1000-fresh	Nat.or_self	CLEAN	CLEAN					748	0
B/initstd-1000-fresh	Nat.toArray_rcc_eq_push	CLEAN	CLEAN					1989	0
B/initstd-1000-fresh	Nat.toArray_rco_zero_right_eq_empty	CLEAN	CLEAN					1837	0
B/initstd-1000-fresh	Nat.toArray_roc_eq_singleton_iff._simp_1	CLEAN	CLEAN					1977	0
B/initstd-1000-fresh	Nat.toList_ric_zero_eq_singleton	CLEAN	CLEAN					1997	0
B/initstd-1000-fresh	Nat.zero_lt_getElem!_toArray_rcc_iff	CLEAN	CLEAN					1978	0
B/initstd-1000-fresh	NatCast.natCast	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Option.SomeLtNone.lt.match_1	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Option.any_bind	CLEAN	CLEAN					23	0
B/initstd-1000-fresh	Option.bind_comm	CLEAN	CLEAN					9	0
B/initstd-1000-fresh	Option.filterM.match_1	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Option.isSome.eq_2	CLEAN	CLEAN					10	0
B/initstd-1000-fresh	Option.or_eq_left_of_none	CLEAN	CLEAN					22	0
B/initstd-1000-fresh	OptionT.run_liftWith	CLEAN	CLEAN					62	0
B/initstd-1000-fresh	PSigma.RevLex.casesOn	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Rat.add_sub_cancel	CLEAN	CLEAN					1775	0
B/initstd-1000-fresh	Rat.normalize_zero	CLEAN	CLEAN					1643	0
B/initstd-1000-fresh	Rat.ofScientific_def_eq_if	CLEAN	CLEAN					1949	0
B/initstd-1000-fresh	ReprAtom	CLEAN	CLEAN					1	0
B/initstd-1000-fresh	ShareCommon.StateFactoryImpl.mk.sizeOf_spec	CLEAN	CLEAN					39	0
B/initstd-1000-fresh	ShareCommon.shareCommon'	CLEAN	CLEAN					1	0
B/initstd-1000-fresh	StateCpsT.instMonadAttach	CLEAN	CLEAN					23	0
B/initstd-1000-fresh	StateCpsT.runK	CLEAN	CLEAN					2	0
B/initstd-1000-fresh	Std.Broadcast.Error.noConfusionType	CLEAN	CLEAN					41	0
B/initstd-1000-fresh	Std.CancellationToken.Consumer.recOn	CLEAN	CLEAN					282	0
B/initstd-1000-fresh	Std.Channel.ctorIdx	CLEAN	CLEAN					301	0
B/initstd-1000-fresh	Std.DHashMap.Const.get!_modify	CLEAN	CLEAN					3056	0
B/initstd-1000-fresh	Std.DHashMap.Const.getD_diff	CLEAN	CLEAN					3260	0
B/initstd-1000-fresh	Std.DHashMap.Const.getD_of_isEmpty	CLEAN	CLEAN					3044	0
B/initstd-1000-fresh	Std.DHashMap.Const.get_congr	CLEAN	CLEAN					3052	0
B/initstd-1000-fresh	Std.DHashMap.Const.unitOfList_eq_insertManyIfNewUnit_empty	CLEAN	CLEAN					2098	0
B/initstd-1000-fresh	Std.DHashMap.Const.unitOfList_singleton	CLEAN	CLEAN					2123	0
B/initstd-1000-fresh	Std.DHashMap.Internal.AssocList.AssocListIterator.mk.injEq	CLEAN	CLEAN					20	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw.equiv_iff_toListModel_perm	CLEAN	CLEAN					39	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.Const.getD_map_of_getKey?_eq_some	CLEAN	CLEAN					3099	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.Const.get_filter	CLEAN	CLEAN					3071	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.Const.get_insert	CLEAN	CLEAN					3045	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.filterMap	CLEAN	CLEAN					566	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.getEntry_eq_getEntryₘ	CLEAN	CLEAN					1818	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.getKeyD_diff	CLEAN	CLEAN					3251	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.getKeyD_diff_of_contains_eq_false_left	CLEAN	CLEAN					3248	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.size_insertMany_emptyWithCapacity_list	CLEAN	CLEAN					3087	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.size_inter_le_size_right	CLEAN	CLEAN					3138	0
B/initstd-1000-fresh	Std.DHashMap.Internal.Raw₀.toList_filter	CLEAN	CLEAN					1868	0
B/initstd-1000-fresh	Std.DHashMap.Raw.Const.get?_diff_of_not_mem_left	CLEAN	CLEAN					3243	0
B/initstd-1000-fresh	Std.DHashMap.Raw.Const.get?_union_of_not_mem_left	CLEAN	CLEAN					3237	0
B/initstd-1000-fresh	Std.DHashMap.Raw.Const.getThenInsertIfNew?	CLEAN	CLEAN					1855	0
B/initstd-1000-fresh	Std.DHashMap.Raw.Const.mem_alter_of_beq	CLEAN	CLEAN					3039	0
B/initstd-1000-fresh	Std.DHashMap.Raw.Const.size_alter	CLEAN	CLEAN					3038	0
B/initstd-1000-fresh	Std.DHashMap.Raw.find?_toArray_eq_some_iff_get?_eq_some	CLEAN	CLEAN					3333	0
B/initstd-1000-fresh	Std.DHashMap.Raw.get_modify	CLEAN	CLEAN					3090	0
B/initstd-1000-fresh	Std.DHashMap.Raw.isEmpty_eq_size_eq_zero	CLEAN	CLEAN					58	0
B/initstd-1000-fresh	Std.DHashMap.empty_equiv_iff_isEmpty	CLEAN	CLEAN					3045	0
B/initstd-1000-fresh	Std.DHashMap.filter	CLEAN	CLEAN					2069	0
