path	arm	verdict	wall_ms	exit	engine	nlsat_conflicts	grobner_conflicts	nla_lemmas	horner_conflicts	nra_calls	sat_conflicts	bv_bits	memory_mb
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	default	sat	7318	0	nlsat+grobner+horner+nla	4218	206	1936	1	47	470		109.39
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	qfnia	sat	10220	0	nlsat+grobner+nla	12863	217	3070		89	820		104.85
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	nla2bv	error	24136	0	none								289.47
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3150_safety_0.smt2	default	sat	1109	0	nlsat+grobner+horner+nla	11512	39	628	2	121	456		18.22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3150_safety_0.smt2	qfnia	sat	1110	0	nlsat+grobner+horner+nla	11512	39	628	2	121	456		18.18
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3150_safety_0.smt2	nla2bv	error	24137	0	none								1031.32
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	default	unsat	509	0	grobner		3				24		87.67
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	qfnia	unsat	508	0	grobner		3				24		87.66
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	nla2bv	unknown	210	0	bitblast						318	2540	25.66
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	default	error	24035	0	none								135.81
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	qfnia	error	24036	0	none								132.16
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	nla2bv	error	24035	0	none								34.51
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	default	unsat	910	0	nlsat+grobner+nla	633	6	49		19	51		87.97
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	qfnia	unsat	809	0	nlsat+grobner+nla	633	6	49		19	51		87.97
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	nla2bv	unknown	3512	0	bitblast						16510	8735	23.67
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	default	error	24036	0	none								121.57
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	qfnia	error	24035	0	none								107.56
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	nla2bv	error	24137	0	none								1389.43
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24484_terminationG_0.smt2	default	error	24036	0	none								118.85
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24484_terminationG_0.smt2	qfnia	error	24035	0	none								120.20
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24484_terminationG_0.smt2	nla2bv	error	24036	0	none								34.19
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__terminationS_36_0.smt2	default	unsat	6917	0	nlsat+grobner+nla	70108	43	488		17	741		105.15
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__terminationS_36_0.smt2	qfnia	unsat	1511	0	nlsat+grobner+nla	795	12	236		15	202		100.86
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__terminationS_36_0.smt2	nla2bv	unknown	810	0	bitblast						2690	14972	87.66
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	default	error	24137	0	none								250.79
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	qfnia	error	24036	0	none								236.63
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	nla2bv	error	24135	0	none								1106.80
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	default	error	24136	0	none								312.98
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	qfnia	error	24135	0	none								302.89
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	nla2bv	error	24137	0	none								506.22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	default	error	24135	0	none								343.04
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	qfnia	error	24136	0	none								339.89
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	nla2bv	error	24136	0	none								841.85
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	default	sat	5615	0	nlsat+grobner+horner+nla	18697	150	1761	2	188	898		18.91
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	qfnia	sat	5615	0	nlsat+grobner+horner+nla	19228	150	1766	2	193	905		18.68
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	nla2bv	error	24136	0	none								1082.83
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	default	sat	109	0	none						3		18.37
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	qfnia	sat	109	0	none						3		18.29
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	nla2bv	error	24136	0	none								453.07
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	default	unsat	1210	0	nlsat+grobner+horner+nla	8114	14	192	1	114	243		170.09
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	qfnia	unsat	1210	0	nlsat+grobner+horner+nla	8114	14	192	1	114	243		170.08
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	nla2bv	error	24035	0	none								60.84
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	default	sat	17327	0	nlsat+grobner+horner+nla	10048	156	6319	12	36	1528		58.00
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	qfnia	sat	11121	0	nlsat+grobner+horner+nla	9792	217	5745	4	38	1198		55.39
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	nla2bv	error	24134	0	none								503.38
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2	default	sat	6015	0	nlsat+grobner+horner+nla	28601	440	2607	15	314	663		56.07
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2	qfnia	sat	6015	0	nlsat+grobner+horner+nla	28301	436	2542	15	311	646		56.06
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2	nla2bv	error	24034	0	none								123.46
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	default	error	24035	0	none								152.38
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	qfnia	error	24035	0	none								151.85
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	nla2bv	error	24134	0	none								478.05
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2	default	sat	1510	0	nlsat+grobner+horner+nla	2564	214	1868	1	27	829		18.79
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2	qfnia	sat	1410	0	nlsat+grobner+horner+nla	2564	214	1868	1	27	829		18.67
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2	nla2bv	error	24235	0	none								1940.05
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28312_terminationG_0.smt2	default	unsat	2211	0	nlsat+grobner+horner+nla	16663	115	524	3	215	7596		91.14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28312_terminationG_0.smt2	qfnia	unsat	2211	0	nlsat+grobner+horner+nla	16663	115	524	3	215	7596		91.14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28312_terminationG_0.smt2	nla2bv	error	24036	0	none								133.25
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0967.smt2	default	error	24035	0	none								136.36
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0967.smt2	qfnia	error	24035	0	none								135.91
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0967.smt2	nla2bv	error	24034	0	none								37.65
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2	default	sat	2211	0	nlsat+grobner+nla	2503	38	1228		30	349		94.35
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2	qfnia	sat	1811	0	nlsat+grobner+nla	1414	38	761		19	344		94.22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2	nla2bv	error	24034	0	none								170.97
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	default	unsat	810	0	none								187.58
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	qfnia	unsat	910	0	none								187.56
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	nla2bv	error	9418	101	none								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	default	sat	109	0	none						1		17.75
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	qfnia	sat	109	0	none						1		17.74
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	nla2bv	error	24035	0	none								99.38
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	default	sat	509	0	nlsat+grobner+nla	2490	33	215		27	74		18.55
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	qfnia	sat	508	0	nlsat+grobner+nla	2490	33	215		27	74		18.42
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	nla2bv	error	24135	0	none								935.63
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	default	sat	209	0	nlsat+nla	86		13		2	24		18.54
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	qfnia	sat	310	0	nlsat+nla	197		15		3	24		18.39
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	nla2bv	error	24136	0	none								665.01
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	default	unsat	1510	0	nlsat+grobner+horner+nla	2394	41	438	1	43	326		95.78
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	qfnia	unsat	1410	0	nlsat+grobner+horner+nla	2088	53	211	2	40	452		95.62
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	nla2bv	unknown	2511	0	bitblast						9245	243874	64.94
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2	default	unsat	11421	0	nlsat+grobner+horner+nla	39017	334	1960	7	502	6646		100.88
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2	qfnia	unsat	9120	0	nlsat+grobner+horner+nla	25292	370	1107	12	313	5727		102.06
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2	nla2bv	error	24136	0	none								573.87
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	default	sat	110	0	none								18.43
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	qfnia	sat	110	0	none								18.28
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	nla2bv	error	24136	0	none								650.01
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	default	sat	2110	0	nlsat+grobner+horner+nla	8229	239	3413	8	82	1382		18.75
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	qfnia	sat	2111	0	nlsat+grobner+horner+nla	8229	238	3413	8	82	1382		18.55
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	nla2bv	error	24134	0	none								1069.78
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	default	sat	609	0	nlsat+horner+nla	2389		98	1	31	68		18.06
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	qfnia	sat	610	0	nlsat+horner+nla	2389		98	1	31	68		18.02
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	nla2bv	error	24135	0	none								327.28
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	default	error	24134	0	none								298.25
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	qfnia	error	24135	0	none								298.49
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	nla2bv	error	24436	0	none								4873.00
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	default	error	24135	0	none								282.66
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	qfnia	error	24135	0	none								282.35
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	nla2bv	error	10920	101	none								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	default	unsat	410	0	nlsat+horner+nla	524		15	1	9	53		100.89
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	qfnia	unsat	409	0	nlsat+horner+nla	524		15	1	9	53		99.94
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	nla2bv	unknown	810	0	bitblast						1954	52839	78.54
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/341.smt2	default	sat	109	0	none								17.86
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/341.smt2	qfnia	sat	110	0	none								17.73
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/341.smt2	nla2bv	error	24035	0	none								141.94
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29986_safety_0.smt2	default	unsat	709	0	nlsat+grobner+horner+nla	16360	24	385	2	281	630		31.74
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29986_safety_0.smt2	qfnia	unsat	709	0	nlsat+grobner+horner+nla	16360	24	385	2	281	630		31.73
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29986_safety_0.smt2	nla2bv	unknown	609	0	bitblast						13998	98853	18.96
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__byron-4.t2__p17594_terminationG_0.smt2	default	error	24036	0	none								91.01
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__byron-4.t2__p17594_terminationG_0.smt2	qfnia	error	24037	0	none								90.20
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__byron-4.t2__p17594_terminationG_0.smt2	nla2bv	error	24036	0	none								170.89
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	default	unsat	108	0	nlsat+grobner+horner+nla	79	7	12	1	3	13		17.44
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	qfnia	unsat	108	0	nlsat+grobner+horner+nla	79	7	12	1	3	13		17.43
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	nla2bv	unknown	109	0	none								17.35
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	default	error	24136	0	none								284.75
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	qfnia	error	24035	0	none								234.32
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	nla2bv	error	24136	0	none								1144.20
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/803.smt2	default	sat	208	0	nlsat+grobner+nla	120	5	26		4	30		18.21
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/803.smt2	qfnia	sat	210	0	nlsat+grobner+nla	120	5	26		4	30		18.09
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/803.smt2	nla2bv	error	24135	0	none								377.25
