run	index	choices	verdict	solve_s	steps	adds	check	check_s
c3	65661	3,3,3,4,1,3,3,1	unsat	3.556	144217	75048	passed	4.755
c3	65662	3,3,3,4,1,3,3,2	unsat	2.780	54276	29921	passed	1.315
c3	65665	3,3,3,4,1,3,4,1	unsat	1.014	46276	24608	passed	0.886
c3	65666	3,3,3,4,1,3,4,2	unsat	0.221	14601	8226	passed	0.437
c3	65668	3,3,3,4,1,3,4,4	unsat	11.498	335622	172663	passed	8.356
c3	65677	3,3,3,4,1,4,3,1	unsat	2.898	67184	36754	passed	2.933
c3	65678	3,3,3,4,1,4,3,2	unsat	0.432	26563	14487	passed	0.662
c3	65680	3,3,3,4,1,4,3,4	unsat	12.979	318595	162869	passed	10.136
c3	65681	3,3,3,4,1,4,4,1	unsat	0.782	36068	19422	passed	0.808
c3	65682	3,3,3,4,1,4,4,2	unsat	0.231	12726	7886	passed	0.689
c3	65683	3,3,3,4,1,4,4,3	unsat	13.877	292934	150519	passed	9.783
c3	65684	3,3,3,4,1,4,4,4	unsat	16.009	281202	145431	passed	7.125
c3	65725	3,3,3,4,2,3,3,1	unsat	2.862	78355	41325	passed	3.068
c3	65726	3,3,3,4,2,3,3,2	unsat	3.045	125803	65377	passed	2.193
c3	65728	3,3,3,4,2,3,3,4	unsat	12.079	352193	182436	passed	8.339
c3	65729	3,3,3,4,2,3,4,1	unsat	0.159	8374	4994	passed	0.372
c3	65730	3,3,3,4,2,3,4,2	unsat	2.637	58218	30774	passed	2.166
c3	65741	3,3,3,4,2,4,3,1	unsat	1.013	41345	22291	passed	0.734
c3	65742	3,3,3,4,2,4,3,2	unsat	9.284	198040	103517	passed	2.985
c3	65743	3,3,3,4,2,4,3,3	unsat	16.494	380200	195674	passed	8.598
c3	65744	3,3,3,4,2,4,3,4	unsat	12.328	270757	141265	passed	6.408
c3	65745	3,3,3,4,2,4,4,1	unsat	0.309	9704	6277	passed	0.840
c3	65746	3,3,3,4,2,4,4,2	unsat	4.191	37327	20741	passed	0.881
c3	65853	3,3,3,4,4,3,3,1	unsat	1.230	58752	31390	passed	1.025
c3	65854	3,3,3,4,4,3,3,2	unsat	2.519	162573	83842	passed	2.117
c3	65856	3,3,3,4,4,3,3,4	unsat	0.013	1	1	passed	0.293
c3	66421	3,3,4,3,1,3,1,1	unsat	2.036	72590	38830	passed	2.462
c3	66422	3,3,4,3,1,3,1,2	unsat	1.690	41032	21987	passed	1.841
c3	66423	3,3,4,3,1,3,1,3	unsat	12.305	292347	150278	passed	7.763
c3	66424	3,3,4,3,1,3,1,4	unsat	6.146	135181	70273	passed	3.594
c3	66429	3,3,4,3,1,3,3,1	unsat	3.425	88303	47850	passed	2.644
c3	66430	3,3,4,3,1,3,3,2	unsat	6.818	163026	84120	passed	4.350
c3	66433	3,3,4,3,1,3,4,1	unsat	5.148	126638	66285	passed	3.654
c3	66434	3,3,4,3,1,3,4,2	unsat	0.605	36581	20003	passed	1.219
c3	66445	3,3,4,3,1,4,3,1	unsat	2.410	53169	28758	passed	1.452
c3	66446	3,3,4,3,1,4,3,2	unsat	0.241	11948	7118	passed	0.467
c3	66449	3,3,4,3,1,4,4,1	unsat	1.601	48817	27099	passed	1.136
c3	66450	3,3,4,3,1,4,4,2	unsat	0.307	15248	8819	passed	1.004
c3	66452	3,3,4,3,1,4,4,4	unsat	20.483	377458	193136	passed	11.087
c3	66485	3,3,4,3,2,3,1,1	unsat	1.064	28517	16441	passed	1.330
c3	66486	3,3,4,3,2,3,1,2	unsat	0.637	15881	9478	passed	0.923
c3	66487	3,3,4,3,2,3,1,3	unsat	9.060	258528	135059	passed	7.318
c3	66488	3,3,4,3,2,3,1,4	unsat	0.597	22250	12235	passed	1.041
c3	66489	3,3,4,3,2,3,2,1	unsat	0.926	41755	22668	passed	0.948
c3	66490	3,3,4,3,2,3,2,2	unsat	1.358	58652	31297	passed	1.559
c3	66491	3,3,4,3,2,3,2,3	unsat	8.139	205033	105335	passed	6.022
c3	66492	3,3,4,3,2,3,2,4	unsat	2.045	65032	34584	passed	1.364
c3	66493	3,3,4,3,2,3,3,1	unsat	1.568	66683	36219	passed	1.835
c3	66494	3,3,4,3,2,3,3,2	unsat	5.280	127094	66788	passed	4.034
c3	66497	3,3,4,3,2,3,4,1	unsat	0.610	32775	18559	passed	0.684
c3	66498	3,3,4,3,2,3,4,2	unsat	3.494	85199	44795	passed	2.171
c3	66509	3,3,4,3,2,4,3,1	unsat	0.226	12445	7614	passed	0.614
c3	66510	3,3,4,3,2,4,3,2	unsat	1.319	52438	28032	passed	1.286
c3	66512	3,3,4,3,2,4,3,4	unsat	22.114	335406	172911	passed	7.979
c3	66513	3,3,4,3,2,4,4,1	unsat	0.229	12743	7897	passed	0.439
c3	66514	3,3,4,3,2,4,4,2	unsat	1.677	58909	31557	passed	1.920
c3	66515	3,3,4,3,2,4,4,3	unsat	20.757	348543	178481	passed	15.583
c3	66621	3,3,4,3,4,3,3,1	unsat	12.595	265493	136668	passed	9.857
c3	66622	3,3,4,3,4,3,3,2	unsat	5.148	137686	73044	passed	6.485
c3	66624	3,3,4,3,4,3,3,4	unsat	12.440	292173	150095	passed	9.812
c3	66685	3,3,4,4,1,3,3,1	unsat	0.821	41663	22648	passed	0.833
c3	66686	3,3,4,4,1,3,3,2	unsat	0.548	32596	18375	passed	0.659
c3	66689	3,3,4,4,1,3,4,1	unsat	0.640	32546	18336	passed	0.686
c3	66690	3,3,4,4,1,3,4,2	unsat	0.149	8448	5060	passed	0.365
da	66701	3,3,4,4,1,4,3,1	unsat	0.686	22987	13030	passed	1.239
da	66702	3,3,4,4,1,4,3,2	unsat	0.217	8156	4777	passed	0.890
da	66703	3,3,4,4,1,4,3,3	unsat	12.500	218439	113402	passed	7.639
da	66704	3,3,4,4,1,4,3,4	unsat	23.838	337867	174615	passed	11.279
db	66705	3,3,4,4,1,4,4,1	unsat	6.529	231336	120088	passed	4.624
db	66706	3,3,4,4,1,4,4,2	unsat	0.793	42365	23281	passed	0.787
da	66749	3,3,4,4,2,3,3,1	unsat	0.377	15832	9427	passed	0.978
da	66750	3,3,4,4,2,3,3,2	unsat	1.254	40841	21881	passed	1.389
da	66751	3,3,4,4,2,3,3,3	unsat	25.107	367450	190517	passed	20.680
db	66753	3,3,4,4,2,3,4,1	unsat	0.134	6655	4536	passed	0.364
db	66754	3,3,4,4,2,3,4,2	unsat	0.842	28389	16379	passed	0.722
db	66756	3,3,4,4,2,3,4,4	unsat	9.199	252720	130055	passed	5.760
da	66765	3,3,4,4,2,4,3,1	unsat	0.238	9397	5997	passed	0.687
da	66766	3,3,4,4,2,4,3,2	unsat	1.274	42798	23732	passed	1.468
da	66767	3,3,4,4,2,4,3,3	unsat	22.209	311589	162413	passed	15.870
db	66769	3,3,4,4,2,4,4,1	unsat	0.619	36382	19773	passed	0.705
db	66770	3,3,4,4,2,4,4,2	unsat	1.033	47906	26246	passed	1.034
db	66771	3,3,4,4,2,4,4,3	unsat	8.805	243671	126243	passed	7.002
c3	67729	3,4,1,4,1,4,4,1	unsat	5.370	173918	90183	passed	3.208
c3	67730	3,4,1,4,1,4,4,2	unsat	0.732	37141	20741	passed	0.810
c3	67731	3,4,1,4,1,4,4,3	unsat	1.594	72669	39149	passed	1.245
c3	69501	3,4,3,3,1,3,3,1	unsat	6.015	232349	121093	passed	4.493
c3	69502	3,4,3,3,1,3,3,2	unsat	2.493	117512	61288	passed	1.994
c3	69505	3,4,3,3,1,3,4,1	unsat	2.545	93063	48761	passed	2.069
c3	69506	3,4,3,3,1,3,4,2	unsat	0.309	19196	11049	passed	0.483
c3	69517	3,4,3,3,1,4,3,1	unsat	2.604	111536	59504	passed	2.115
c3	69518	3,4,3,3,1,4,3,2	unsat	0.113	5733	3627	passed	0.355
c3	69519	3,4,3,3,1,4,3,3	unsat	13.779	368748	191426	passed	9.674
c3	69520	3,4,3,3,1,4,3,4	unsat	16.958	364336	186959	passed	10.957
c3	69521	3,4,3,3,1,4,4,1	unsat	0.997	41150	22065	passed	0.929
c3	69522	3,4,3,3,1,4,4,2	unsat	0.126	6470	4346	passed	0.365
c3	69565	3,4,3,3,2,3,3,1	unsat	2.878	138286	73478	passed	2.330
c3	69566	3,4,3,3,2,3,3,2	unsat	2.805	119074	62943	passed	2.076
c3	69569	3,4,3,3,2,3,4,1	unsat	0.449	19209	11073	passed	0.676
c3	69570	3,4,3,3,2,3,4,2	unsat	1.625	66771	36424	passed	1.398
c3	69581	3,4,3,3,2,4,3,1	unsat	0.314	19453	11310	passed	0.489
c3	69582	3,4,3,3,2,4,3,2	unsat	1.027	46176	24488	passed	1.000
c3	69583	3,4,3,3,2,4,3,3	unsat	11.411	365125	187676	passed	8.236
c3	69584	3,4,3,3,2,4,3,4	unsat	10.368	281791	145515	passed	7.345
c3	69585	3,4,3,3,2,4,4,1	unsat	0.146	6728	4605	passed	0.413
c3	69586	3,4,3,3,2,4,4,2	unsat	1.060	46476	24758	passed	0.920
c3	69587	3,4,3,3,2,4,4,3	unsat	8.163	233098	122059	passed	5.986
c3	69588	3,4,3,3,2,4,4,4	unsat	10.756	324348	168543	passed	7.173
c3	69661	3,4,3,3,4,1,3,1	unsat	1.286	58778	31394	passed	1.139
c3	69662	3,4,3,3,4,1,3,2	unsat	1.109	58973	31602	passed	1.068
c3	69663	3,4,3,3,4,1,3,3	unsat	5.827	222455	116887	passed	4.051
c3	69664	3,4,3,3,4,1,3,4	unsat	1.485	73971	40245	passed	1.230
c3	69693	3,4,3,3,4,3,3,1	unsat	1.499	64771	34278	passed	1.178
c3	69694	3,4,3,3,4,3,3,2	unsat	2.339	103619	55619	passed	2.034
c3	69696	3,4,3,3,4,3,3,4	unsat	4.730	146855	77404	passed	3.031
c3	69757	3,4,3,4,1,3,3,1	unsat	1.008	48621	26939	passed	0.954
c3	69758	3,4,3,4,1,3,3,2	unsat	0.377	24008	13952	passed	0.545
c3	69760	3,4,3,4,1,3,3,4	unsat	9.568	283474	147243	passed	6.784
c3	69761	3,4,3,4,1,3,4,1	unsat	1.276	54817	30352	passed	1.113
c3	69762	3,4,3,4,1,3,4,2	unsat	0.323	19224	11041	passed	0.521
c3	69773	3,4,3,4,1,4,3,1	unsat	1.194	60119	32766	passed	1.059
c3	69774	3,4,3,4,1,4,3,2	unsat	0.269	15532	9132	passed	0.462
c3	69776	3,4,3,4,1,4,3,4	unsat	12.851	350820	180921	passed	8.743
c3	69777	3,4,3,4,1,4,4,1	unsat	1.560	77733	40761	passed	1.319
c3	69778	3,4,3,4,1,4,4,2	unsat	0.781	42363	23374	passed	0.830
c3	69779	3,4,3,4,1,4,4,3	unsat	7.202	221820	116699	passed	4.697
c3	69821	3,4,3,4,2,3,3,1	unsat	0.303	18608	10451	passed	0.475
c3	69822	3,4,3,4,2,3,3,2	unsat	1.138	52277	27822	passed	1.014
c3	69824	3,4,3,4,2,3,3,4	unsat	11.441	339024	176305	passed	8.023
c3	69825	3,4,3,4,2,3,4,1	unsat	0.304	18277	10121	passed	0.478
c3	69826	3,4,3,4,2,3,4,2	unsat	1.106	48689	26997	passed	0.948
c3	69828	3,4,3,4,2,3,4,4	unsat	7.622	221971	116493	passed	5.073
c3	69837	3,4,3,4,2,4,3,1	unsat	0.530	26496	14474	passed	0.635
c3	69838	3,4,3,4,2,4,3,2	unsat	1.383	60635	33348	passed	1.184
c3	69840	3,4,3,4,2,4,3,4	unsat	12.166	336091	173195	passed	7.082
c3	69841	3,4,3,4,2,4,4,1	unsat	0.735	36521	19936	passed	0.787
c3	69842	3,4,3,4,2,4,4,2	unsat	1.396	58425	31104	passed	1.223
c3	69843	3,4,3,4,2,4,4,3	unsat	12.031	349091	180234	passed	8.469
c3	70525	3,4,4,3,1,3,3,1	unsat	0.832	43275	24284	passed	0.769
c3	70526	3,4,4,3,1,3,3,2	unsat	0.402	22210	12190	passed	0.529
c3	70528	3,4,4,3,1,3,3,4	unsat	19.762	347015	177771	passed	12.603
c3	70529	3,4,4,3,1,3,4,1	unsat	1.690	84910	44362	passed	1.324
c3	70530	3,4,4,3,1,3,4,2	unsat	0.277	16314	9885	passed	0.482
c3	70541	3,4,4,3,1,4,3,1	unsat	1.318	37383	20773	passed	1.016
c3	70542	3,4,4,3,1,4,3,2	unsat	0.154	8331	4935	passed	0.434
c3	70544	3,4,4,3,1,4,3,4	unsat	16.162	347209	177903	passed	17.958
c3	70589	3,4,4,3,2,3,3,1	unsat	0.496	23285	13245	passed	0.655
c3	70590	3,4,4,3,2,3,3,2	unsat	0.888	43362	24327	passed	0.841
c3	70593	3,4,4,3,2,3,4,1	unsat	0.889	53877	29466	passed	0.897
c3	70594	3,4,4,3,2,3,4,2	unsat	1.098	77779	40915	passed	0.981
c3	70595	3,4,4,3,2,3,4,3	unsat	9.608	284039	148454	passed	5.542
c3	70596	3,4,4,3,2,3,4,4	unsat	9.424	309437	161010	passed	5.923
c3	70605	3,4,4,3,2,4,3,1	unsat	0.152	8497	5095	passed	0.378
c3	70606	3,4,4,3,2,4,3,2	unsat	0.750	48436	26831	passed	0.746
c3	70609	3,4,4,3,2,4,4,1	unsat	0.452	27687	15629	passed	0.577
c3	70610	3,4,4,3,2,4,4,2	unsat	0.820	58406	31202	passed	0.758
c3	70611	3,4,4,3,2,4,4,3	unsat	7.145	230077	118875	passed	4.439
c3	70781	3,4,4,4,1,3,3,1	unsat	0.819	37672	21104	passed	0.834
c3	70782	3,4,4,4,1,3,3,2	unsat	0.245	14540	8147	passed	0.458
c3	70785	3,4,4,4,1,3,4,1	unsat	2.106	86314	45816	passed	1.531
c3	70786	3,4,4,4,1,3,4,2	unsat	2.040	107779	55981	passed	1.650
c3	70789	3,4,4,4,1,4,1,1	unsat	4.427	74099	40383	passed	3.492
c3	70790	3,4,4,4,1,4,1,2	unsat	1.108	52186	27801	passed	1.093
c3	70791	3,4,4,4,1,4,1,3	unsat	3.997	88264	47801	passed	2.746
c3	70797	3,4,4,4,1,4,3,1	unsat	3.392	64918	34460	passed	2.857
c3	70798	3,4,4,4,1,4,3,2	unsat	0.856	18299	10167	passed	1.014
c3	70801	3,4,4,4,1,4,4,1	unsat	11.963	229775	118547	passed	8.740
c3	70802	3,4,4,4,1,4,4,2	unsat	3.634	103719	55583	passed	2.702
c3	70849	3,4,4,4,2,3,4,1	unsat	0.864	46437	24825	passed	0.820
c3	70850	3,4,4,4,2,3,4,2	unsat	1.755	78263	41321	passed	1.451
c3	70851	3,4,4,4,2,3,4,3	unsat	11.705	321708	165989	passed	7.850
c3	70853	3,4,4,4,2,4,1,1	unsat	0.477	26280	14315	passed	0.592
c3	70854	3,4,4,4,2,4,1,2	unsat	0.685	37838	21333	passed	0.717
c3	70855	3,4,4,4,2,4,1,3	unsat	0.306	18552	10465	passed	0.479
c3	70856	3,4,4,4,2,4,1,4	unsat	7.600	306676	157747	passed	6.944
c3	70861	3,4,4,4,2,4,3,1	unsat	0.578	35808	19237	passed	0.668
c3	70862	3,4,4,4,2,4,3,2	unsat	1.738	73605	39973	passed	1.426
c3	70866	3,4,4,4,2,4,4,2	unsat	3.864	156482	82330	passed	2.926
c3	70867	3,4,4,4,2,4,4,3	unsat	11.359	362670	185234	passed	8.051
c4b	71062	4,1,1,1,2,1,1,2	unsat	4.081	144970	75660	passed	3.486
c4b	71063	4,1,1,1,2,1,1,3	unsat	1.577	67175	36724	passed	1.574
c4b	71064	4,1,1,1,2,1,1,4	unsat	6.744	187487	98213	passed	5.303
c4b	71121	4,1,1,1,2,4,4,1	unsat	9.084	243843	126836	passed	7.044
c4b	71122	4,1,1,1,2,4,4,2	unsat	1.378	52170	27735	passed	1.419
c4b	71123	4,1,1,1,2,4,4,3	unsat	0.409	18897	10737	passed	0.681
c4b	71124	4,1,1,1,2,4,4,4	unsat	3.719	79336	42230	passed	2.496
c4b	71126	4,1,1,1,3,1,1,2	unsat	2.239	103298	55279	passed	2.260
c4b	71127	4,1,1,1,3,1,1,3	unsat	7.426	232747	121488	passed	6.642
c4b	71128	4,1,1,1,3,1,1,4	unsat	7.524	188219	99012	passed	5.658
c4b	71137	4,1,1,1,3,1,4,1	unsat	13.150	346872	177348	passed	9.932
c4b	71138	4,1,1,1,3,1,4,2	unsat	0.546	27089	15031	passed	0.848
c4b	71139	4,1,1,1,3,1,4,3	unsat	1.744	65944	35594	passed	1.636
c4b	71140	4,1,1,1,3,1,4,4	unsat	3.986	111345	59221	passed	3.251
c4b	71905	4,1,1,4,3,1,4,1	unsat	3.071	81161	44020	passed	2.154
c4b	71906	4,1,1,4,3,1,4,2	unsat	0.112	3585	2601	passed	0.550
c4b	71907	4,1,1,4,3,1,4,3	unsat	0.376	15812	9405	passed	0.725
c4b	71908	4,1,1,4,3,1,4,4	unsat	3.872	86481	45888	passed	2.898
c4b	71953	4,1,1,4,3,4,4,1	unsat	3.810	86184	45588	passed	2.670
c4b	71954	4,1,1,4,3,4,4,2	unsat	0.338	11688	6850	passed	0.689
c4b	71955	4,1,1,4,3,4,4,3	unsat	0.761	19060	10930	passed	0.814
c4b	71956	4,1,1,4,3,4,4,4	unsat	7.288	147380	77821	passed	5.035
c4b	74193	4,1,4,1,2,4,4,1	unsat	8.115	184278	94957	passed	6.047
c4b	74194	4,1,4,1,2,4,4,2	unsat	1.512	46884	25165	passed	1.482
c4b	74195	4,1,4,1,2,4,4,3	unsat	0.265	11381	6550	passed	0.675
c4b	74196	4,1,4,1,2,4,4,4	unsat	12.273	229988	118556	passed	6.656
c4b	74913	4,1,4,4,2,1,4,1	unsat	8.422	174798	90569	passed	5.912
c4b	74914	4,1,4,4,2,1,4,2	unsat	0.835	23325	13260	passed	1.043
c4b	74915	4,1,4,4,2,1,4,3	unsat	0.096	1614	1614	passed	0.517
c4b	74916	4,1,4,4,2,1,4,4	unsat	6.812	127994	67386	passed	4.540
c4b	74949	4,1,4,4,2,4,1,1	unsat	11.198	207853	108190	passed	8.258
c4b	74950	4,1,4,4,2,4,1,2	unsat	3.131	94192	49963	passed	2.526
c4b	74951	4,1,4,4,2,4,1,3	unsat	0.187	8312	4907	passed	0.610
c4b	74961	4,1,4,4,2,4,4,1	unsat	12.002	243815	126347	passed	8.601
c4b	74962	4,1,4,4,2,4,4,2	unsat	2.584	80173	43107	passed	2.204
c4b	74963	4,1,4,4,2,4,4,3	unsat	1.526	48785	27073	passed	1.428
c4b	74964	4,1,4,4,2,4,4,4	unsat	18.015	377351	192458	passed	14.893
c4b	74977	4,1,4,4,3,1,4,1	unsat	14.442	245839	128265	passed	9.884
c4b	74978	4,1,4,4,3,1,4,2	unsat	0.094	3087	2115	passed	0.499
c4b	74979	4,1,4,4,3,1,4,3	unsat	0.732	23403	13342	passed	0.969
c4b	74993	4,1,4,4,3,2,4,1	unsat	0.322	14657	8221	passed	0.712
c4b	74994	4,1,4,4,3,2,4,2	unsat	0.708	30801	16547	passed	1.017
c4b	74995	4,1,4,4,3,2,4,3	unsat	0.642	23646	13600	passed	0.917
c4b	74996	4,1,4,4,3,2,4,4	unsat	2.663	101335	53315	passed	2.485
c4b	75025	4,1,4,4,3,4,4,1	unsat	9.579	195637	101012	passed	7.276
c4b	75026	4,1,4,4,3,4,4,2	unsat	1.271	46720	24978	passed	1.244
c4b	75027	4,1,4,4,3,4,4,3	unsat	7.572	205468	105640	passed	6.099
c4b	78993	4,2,4,4,1,4,4,1	unsat	3.476	88490	47881	passed	2.832
c4b	78994	4,2,4,4,1,4,4,2	unsat	8.097	165024	85740	passed	5.118
c4b	78995	4,2,4,4,1,4,4,3	unsat	1.428	57792	30409	passed	1.496
c4b	79089	4,2,4,4,3,2,4,1	unsat	0.203	8260	4871	passed	0.620
c4b	79090	4,2,4,4,3,2,4,2	unsat	5.432	102910	54728	passed	3.956
c4b	79091	4,2,4,4,3,2,4,3	unsat	0.942	31869	17648	passed	1.175
c4b	79092	4,2,4,4,3,2,4,4	unsat	17.997	282108	145983	passed	13.052
c4b	79113	4,2,4,4,3,4,2,1	unsat	0.153	5785	3671	passed	0.601
c4b	79114	4,2,4,4,3,4,2,2	unsat	0.021	1	1	passed	0.492
c4b	79115	4,2,4,4,3,4,2,3	unsat	1.499	42325	23232	passed	1.428
c4b	79116	4,2,4,4,3,4,2,4	unsat	6.662	144970	75649	passed	4.669
c4b	79121	4,2,4,4,3,4,4,1	unsat	1.504	54280	29809	passed	1.424
c4b	79122	4,2,4,4,3,4,4,2	unsat	13.875	223257	117360	passed	9.081
c4b	79123	4,2,4,4,3,4,4,3	unsat	1.878	58523	31166	passed	1.528
c4b	81165	4,3,2,4,3,4,3,1	unsat	0.227	9553	6136	passed	0.586
c4b	81166	4,3,2,4,3,4,3,2	unsat	0.964	37170	20624	passed	1.096
c4b	81167	4,3,2,4,3,4,3,3	unsat	0.668	26262	14188	passed	0.938
c4b	81168	4,3,2,4,3,4,3,4	unsat	2.196	73296	39557	passed	2.015
c4b	82065	4,3,3,4,1,4,4,1	unsat	0.688	27120	15095	passed	0.975
c4b	82066	4,3,3,4,1,4,4,2	unsat	0.454	19519	11378	passed	0.822
c4b	82067	4,3,3,4,1,4,4,3	unsat	20.000	337820	175288	passed	13.961
c4b	82068	4,3,3,4,1,4,4,4	unsat	12.446	243103	125988	passed	8.227
c4b	82129	4,3,3,4,2,4,4,1	unsat	0.473	18584	10423	passed	0.809
c4b	82130	4,3,3,4,2,4,4,2	unsat	1.224	52708	28259	passed	1.437
c4b	82131	4,3,3,4,2,4,4,3	unsat	8.139	153448	79391	passed	5.352
c4b	82132	4,3,3,4,2,4,4,4	unsat	17.537	297709	155236	passed	11.793
c4b	82193	4,3,3,4,3,4,4,1	unsat	0.551	22239	12203	passed	0.871
c4b	82194	4,3,3,4,3,4,4,2	unsat	0.680	30829	16631	passed	0.988
c4b	82195	4,3,3,4,3,4,4,3	unsat	2.429	80253	43270	passed	2.096
c4b	82196	4,3,3,4,3,4,4,4	unsat	3.954	134330	69686	passed	3.555
c4b	83073	4,3,4,4,1,3,4,1	unsat	0.911	30759	16516	passed	1.058
c4b	83074	4,3,4,4,1,3,4,2	unsat	0.178	6039	3923	passed	0.624
c4b	83075	4,3,4,4,1,3,4,3	unsat	8.947	178829	94532	passed	6.314
c4b	83076	4,3,4,4,1,3,4,4	unsat	16.800	310068	161099	passed	12.815
c4b	83089	4,3,4,4,1,4,4,1	unsat	4.216	120028	63785	passed	3.180
c4b	83090	4,3,4,4,1,4,4,2	unsat	2.044	77875	40827	passed	1.917
c4b	83137	4,3,4,4,2,3,4,1	unsat	0.154	4252	3262	passed	0.629
c4b	83138	4,3,4,4,2,3,4,2	unsat	0.941	31715	17505	passed	1.126
c4b	83139	4,3,4,4,2,3,4,3	unsat	23.801	366176	189083	passed	17.053
c4b	83149	4,3,4,4,2,4,3,1	unsat	0.363	18270	10143	passed	0.654
c4b	83150	4,3,4,4,2,4,3,2	unsat	1.706	54620	30085	passed	1.567
c4b	83152	4,3,4,4,2,4,3,4	unsat	20.693	361536	185198	passed	15.975
c4b	83153	4,3,4,4,2,4,4,1	unsat	5.035	166274	87316	passed	4.610
c4b	83154	4,3,4,4,2,4,4,2	unsat	4.485	135637	70964	passed	3.880
c4b	83217	4,3,4,4,3,4,4,1	unsat	1.761	54173	29723	passed	1.659
c4b	83218	4,3,4,4,3,4,4,2	unsat	3.453	101885	53872	passed	3.023
c4b	83219	4,3,4,4,3,4,4,3	unsat	5.444	136884	72086	passed	3.678
c4b	83345	4,4,1,1,1,4,4,1	unsat	0.025	1	1	passed	0.502
c4b	83346	4,4,1,1,1,4,4,2	unsat	0.946	35988	19466	passed	1.067
c4b	83347	4,4,1,1,1,4,4,3	unsat	2.512	81122	44095	passed	2.402
c4b	83348	4,4,1,1,1,4,4,4	unsat	16.138	367881	191365	passed	14.053
c4b	83473	4,4,1,1,3,4,4,1	unsat	11.485	254781	131970	passed	8.189
c4b	83474	4,4,1,1,3,4,4,2	unsat	0.741	28183	16192	passed	0.960
c4b	83475	4,4,1,1,3,4,4,3	unsat	0.996	40878	21873	passed	1.194
c4b	83476	4,4,1,1,3,4,4,4	unsat	13.030	269776	140152	passed	9.190
c4b	84105	4,4,1,4,1,4,2,1	unsat	3.679	116606	60549	passed	3.078
c4b	84106	4,4,1,4,1,4,2,2	unsat	2.834	95297	51016	passed	2.472
c4b	84107	4,4,1,4,1,4,2,3	unsat	0.476	18631	10485	passed	0.798
c4b	84108	4,4,1,4,1,4,2,4	unsat	10.402	240351	123252	passed	7.531
c4b	84109	4,4,1,4,1,4,3,1	unsat	4.786	144959	75551	passed	3.586
c4b	84110	4,4,1,4,1,4,3,2	unsat	0.324	12303	7485	passed	0.723
c4b	84111	4,4,1,4,1,4,3,3	unsat	1.764	58211	30767	passed	1.605
c4b	84112	4,4,1,4,1,4,3,4	unsat	5.417	137207	72239	passed	4.250
c4b	84114	4,4,1,4,1,4,4,2	unsat	3.762	119412	63429	passed	3.375
c4b	84115	4,4,1,4,1,4,4,3	unsat	3.504	110825	58971	passed	2.957
c4b	84117	4,4,1,4,2,1,1,1	unsat	15.721	294027	151547	passed	11.029
c4b	84118	4,4,1,4,2,1,1,2	unsat	1.211	52314	27901	passed	1.351
c4b	84119	4,4,1,4,2,1,1,3	unsat	0.494	26453	14363	passed	0.845
c4b	84120	4,4,1,4,2,1,1,4	unsat	10.900	229868	118354	passed	7.285
c4b	84129	4,4,1,4,2,1,4,1	unsat	12.689	206383	106290	passed	7.190
c4b	84130	4,4,1,4,2,1,4,2	unsat	2.134	77598	40688	passed	1.947
c4b	84131	4,4,1,4,2,1,4,3	unsat	0.460	18164	10018	passed	0.793
c4b	84132	4,4,1,4,2,1,4,4	unsat	14.065	268325	138671	passed	10.504
c4b	84165	4,4,1,4,2,4,1,1	unsat	9.818	200088	105485	passed	6.747
c4b	84166	4,4,1,4,2,4,1,2	unsat	2.057	72251	38602	passed	1.890
c4b	84167	4,4,1,4,2,4,1,3	unsat	0.614	27056	15010	passed	0.828
c4b	84168	4,4,1,4,2,4,1,4	unsat	21.864	380106	195412	passed	16.586
c4b	84169	4,4,1,4,2,4,2,1	unsat	2.563	78144	41046	passed	2.176
c4b	84170	4,4,1,4,2,4,2,2	unsat	1.597	54363	29906	passed	1.641
c4b	84171	4,4,1,4,2,4,2,3	unsat	0.561	23698	13670	passed	0.889
c4b	84172	4,4,1,4,2,4,2,4	unsat	6.685	175741	91998	passed	5.220
c4b	84177	4,4,1,4,2,4,4,1	unsat	16.480	244377	127072	passed	9.552
c4b	84178	4,4,1,4,2,4,4,2	unsat	3.366	120588	64493	passed	3.227
c4b	84179	4,4,1,4,2,4,4,3	unsat	6.262	184903	95905	passed	4.631
c4b	84193	4,4,1,4,3,1,4,1	unsat	6.961	136662	72187	passed	5.131
c4b	84194	4,4,1,4,3,1,4,2	unsat	0.487	19100	10949	passed	0.836
c4b	84195	4,4,1,4,3,1,4,3	unsat	1.438	52226	27809	passed	1.452
c4b	84241	4,4,1,4,3,4,4,1	unsat	9.704	196675	102136	passed	7.208
c4b	84242	4,4,1,4,3,4,4,2	unsat	1.906	67287	36797	passed	1.888
c4b	84243	4,4,1,4,3,4,4,3	unsat	5.958	162781	84075	passed	4.209
c4b	84625	4,4,2,2,1,4,4,1	unsat	0.765	30991	16783	passed	1.017
c4b	84626	4,4,2,2,1,4,4,2	unsat	9.425	230711	119811	passed	7.490
c4b	84627	4,4,2,2,1,4,4,3	unsat	0.643	28415	16336	passed	0.950
c4b	84628	4,4,2,2,1,4,4,4	unsat	19.005	308283	159048	passed	14.246
c4b	84753	4,4,2,2,3,4,4,1	unsat	0.340	14981	8536	passed	0.755
c4b	84754	4,4,2,2,3,4,4,2	unsat	9.467	166261	87125	passed	6.725
c4b	84755	4,4,2,2,3,4,4,3	unsat	0.462	18498	10363	passed	0.963
