file	declared_status	bytes	max_int_literal	min_signed_width	live_ladder_rungs	axeyum_verdict	axeyum_kind	axeyum_ms	axeyum_detail	decisive_route	decisive_reason	decisive_detail	z3_verdict	z3_ms	cvc5_verdict	cvc5_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23469_terminationG_0.smt2	unknown	7127	2017	12	7	unknown	Timeout	24133	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24032	timeout	27048
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	4637	2017	12	7	unknown	Timeout	24132	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	unsat	512	timeout	26570
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	sat	715881	2017	12	7	unknown	Timeout	24532	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24132	timeout	26360
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver.bug.t2__terminationS_1_0.smt2	unsat	88325	2017	12	7	unknown	Timeout	24135	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	unsat	3015	unsat	15017
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	305408	5142	14	5	unknown	Timeout	24331	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24129	timeout	26384
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	sat	551788	2017	12	7	unknown	Timeout	24732	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24028	timeout	26366
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2	sat	13112	2017	12	7	sat	-	10823		int-blast-ladder			sat	2916	sat	2111
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p25902_terminationG_0.smt2	sat	62991	5552	14	5	unknown	Timeout	24230	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	610	timeout	26473
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25888_safety_0.smt2	unknown	6677	2017	12	7	unknown	Timeout	24130	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	combined-theory timeout after scalar backend	other	24026	timeout	26460
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	83962	200102	19	2	unknown	EncodingBudget	19026	estimated 209670018 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 209670018 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	107	sat	10216
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	sat	92749	100002	18	2	unknown	EncodingBudget	18422	estimated 234076170 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 234076170 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	309	timeout	28185
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1280.smt2	sat	37638	100002	18	2	sat	-	10816		int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	108	sat	409
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1395.smt2	sat	30376	50005	17	2	sat	-	7012		nia-linearize			sat	508	sat	409
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1509.smt2	sat	71141	150004	19	2	unknown	EncodingBudget	11518	estimated 171663966 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 171663966 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	111	sat	610
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	49142	100004	18	2	unknown	EncodingBudget	18822	estimated 114208803 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	nia-linearize			sat	612	timeout	26257
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	22924	50004	17	2	unknown	Timeout	24228	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	113	sat	309
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	48837	150003	19	2	sat	-	8116		nia-linearize			sat	111	sat	308
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	sat	16213	50201	17	2	sat	-	6817		nia-linearize			sat	111	sat	209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/341.smt2	sat	25456	50001	17	2	unknown	Timeout	24236	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	109	sat	209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/456.smt2	sat	77630	50001	17	2	unknown	EncodingBudget	18230	estimated 168414339 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 168414339 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	110	sat	508
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/571.smt2	sat	205861	2017	12	7	unknown	Timeout	24335	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	708	sat	4611
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	85420	100002	18	2	unknown	EncodingBudget	18224	estimated 201184377 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 201184377 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	109	sat	809
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/803.smt2	sat	60442	50001	17	2	unknown	EncodingBudget	18127	estimated 164395062 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	int-blast-ladder	budget	estimated 164395062 CNF clauses before lowering exceeds budget 64000000 (oversized encoding refused gracefully)	sat	207	sat	1209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/919.smt2	sat	31396	50001	17	2	unknown	Timeout	24230	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	109	sat	306
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	unknown	10002338	2147483648	33	0	unknown	ResourceLimit	410	ingest resource limit: `distinct` with 16525 arguments requires 136529550 pairwise expansions; deterministic limit is 65536	<no trace>	ingest-resource-limit		unsat	1410	unsat	4912
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	175539	4294967295	33	0	unknown	Incomplete	14020	integer constant 4294967295 does not fit the bounded width 32; widen the bound	int-blast-ladder	incomplete	integer constant 4294967295 does not fit the bounded width 32; widen the bound	unsat	508	unsat	808
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	124392	2147483648	33	0	unknown	Incomplete	24727	no model within the bounded integer width 32; widen the bound	int-blast-ladder	incomplete	no model within the bounded integer width 32; widen the bound	unsat	307	unsat	107
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	24043	2022	12	7	unknown	Timeout	24026	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24029	timeout	27205
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0078.smt2	sat	622	2022	12	7	unknown	Timeout	24025	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24028	timeout	27548
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0205.smt2	sat	623	2022	12	7	sat	-	11917		int-blast-ladder			other	24036	timeout	26364
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	623	2022	12	7	sat	-	4712		int-blast-ladder			other	24031	timeout	26378
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0459.smt2	sat	623	2022	12	7	sat	-	4213		int-blast-ladder			other	24031	timeout	29079
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	623	2022	12	7	sat	-	4212		int-blast-ladder			other	24028	timeout	27261
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0713.smt2	sat	623	2022	12	7	sat	-	4111		int-blast-ladder			other	24033	timeout	27244
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	623	2022	12	7	sat	-	7713		int-blast-ladder			other	24027	timeout	26670
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/STC_0967.smt2	unsat	625	2022	12	7	unknown	Timeout	24028	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	other	24030	timeout	26386
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unsat	1184	855285730872204993313810429440	101	0	unknown	Incomplete	2409	integer constant 462408296549760 does not fit the bounded width 32; widen the bound	int-blast-ladder	incomplete	integer constant 462408296549760 does not fit the bounded width 32; widen the bound	unsat	108	timeout	27712
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT1294590808882795189.smt2	sat	654	2014	12	7	sat	-	108		nia-linearize			sat	108	sat	116
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	5148	2014	12	7	sat	-	11120		int-blast-ladder			sat	208	sat	1708
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT2045146210738691450.smt2	sat	2036	2014	12	7	sat	-	409		nia-linearize			sat	109	sat	107
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	116200	2014	12	7	sat	-	12923		int-blast-ladder			sat	2912	timeout	27201
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT2912633883485370336.smt2	sat	21362	2014	12	7	sat	-	8214		int-blast-ladder			sat	1512	timeout	27531
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	893	2014	12	7	sat	-	108		nia-linearize			sat	109	sat	109
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT3734122552322670033.smt2	sat	4718	2014	12	7	sat	-	8515		int-blast-ladder			sat	208	sat	109
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	5704	2014	12	7	sat	-	2711		nia-linearize			sat	108	sat	109
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	3263	2014	12	7	unknown	Incomplete	19229	bounded integer model overflowed at width 32 (assertion #620 is false over exact semantics); widen the bound	int-blast-ladder	incomplete	bounded integer model overflowed at width 32 (assertion #620 is false over exact semantics); widen the bound	unsat	211	unsat	209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	5091	2014	12	7	unknown	Timeout	24230	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	combined-theory timeout after scalar backend	unsat	309	unsat	3011
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5574282980958522472.smt2	unsat	2200	2014	12	7	unsat	-	4212		nia-linearize			unsat	111	unsat	108
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	1488	2014	12	7	sat	-	208		nia-linearize			sat	108	sat	108
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	unsat	12797	2014	12	7	unknown	Timeout	24142	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	unsat	909	unsat	21122
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	14947	2014	12	7	sat	-	6821		int-blast-ladder			sat	2916	sat	710
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7398754856107094872.smt2	sat	11473	2014	12	7	sat	-	5315		nia-linearize			sat	411	sat	3512
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	2416	2014	12	7	unknown	Incomplete	15623	bounded integer model overflowed at width 32 (assertion #323 is false over exact semantics); widen the bound	int-blast-ladder	incomplete	bounded integer model overflowed at width 32 (assertion #323 is false over exact semantics); widen the bound	unsat	208	unsat	209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	22332	2014	12	7	sat	-	18128		int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	sat	909	sat	6715
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	32351	2014	12	7	sat	-	2912		int-blast-ladder			sat	409	sat	210
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT994105904163423260.smt2	sat	13997	2014	12	7	sat	-	7719		int-blast-ladder			sat	908	sat	2812
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	unsat	3965887	10000	15	4	unknown	Timeout	24228	preprocessed dispatch timeout after reduced solve	int-blast-ladder	budget	integer bit-blast width ladder: wall-clock timeout reached	unsat	709	unsat	309
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	2521	524288	21	2	sat	-	4310		int-blast-ladder			sat	107	sat	109
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/leipzig/term-MRIndM.smt2	sat	3121	47	7	12	sat	-	8116		int-blast-ladder			sat	108	sat	209
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/mcm/106.smt2	unknown	158920	2048	13	6	killed	ExternalKill	32141					other	24034	timeout	26278
